Transaction_ID,Date_of_Sale,Customer_Age,Customer_Gender,State,City,Product_Category,Carat,Diamond_Clarity,Diamond_Color,Price,Payment_Method,Discount_Applied
TX003960,2023-02-09 17:19:00,32,Female,Karnataka,Chennai,Necklace,0.79,SI2,E,342637.21,Online,23.18
TX003961,2023-02-09 03:50:27,42,Male,West Bengal,Kolkata,Ring,1.61,VVS1,E,157361.57,Online,11.54
TX003962,2023-02-09 01:46:59,30,Female,West Bengal,Delhi,Necklace,2.85,SI1,E,302316.68,Cash,10.55
TX003963,2023-02-09 16:43:27,31,Male,Karnataka,Mumbai,Ring,1.38,SI2,F,276976.39,Cash,1.26
TX003964,2023-02-09 00:41:59,35,Male,Tamil Nadu,Chennai,Ring,2.4,VVS2,G,312556.64,Online,5.61
TX003965,2023-02-09 06:20:55,50,Male,Gujarat,Delhi,Necklace,2.51,VVS2,G,165522.26,Debit Card,8.51
TX003966,2023-02-09 07:07:17,37,Male,Tamil Nadu,Mumbai,Earring,0.79,SI1,E,310651.17,Debit Card,13.95
TX003967,2023-02-09 11:59:09,61,Female,West Bengal,Kolkata,Ring,1.2,SI1,D,237808.57,Online,3.91
TX003968,2023-02-09 17:43:44,31,Male,Tamil Nadu,Chennai,Necklace,1.81,VVS1,F,291594.94,Credit Card,14.61
TX003969,2023-02-09 07:14:38,37,Male,Maharashtra,Kolkata,Necklace,2.87,SI2,D,192372.1,Online,11.03
TX003970,2023-02-09 10:25:55,46,Male,Maharashtra,Chennai,Earring,0.55,SI2,F,152351.16,Debit Card,5.07
TX003971,2023-02-09 19:03:33,30,Male,Tamil Nadu,Delhi,Earring,1.01,VVS1,G,152884.18,Credit Card,7.1
TX003972,2023-02-09 04:29:48,50,Female,West Bengal,Kolkata,Necklace,1.15,VVS2,D,132555.68,Debit Card,9.46
TX003973,2023-02-09 10:27:53,59,Female,West Bengal,Bengaluru,Earring,2.64,SI2,E,106723.97,Debit Card,14.87
TX003974,2023-02-09 04:58:19,43,Female,Delhi,Kolkata,Bracelet,2.66,SI2,F,209207.79,Cash,14.17
TX003975,2023-02-09 16:42:36,35,Female,Maharashtra,Kolkata,Ring,2.97,SI1,G,241350.82,Credit Card,0.74
TX003976,2023-02-09 06:06:53,59,Female,Gujarat,Ahmedabad,Earring,1.39,VVS2,D,187653.69,Debit Card,9.45
TX003977,2023-02-09 21:19:32,25,Female,Karnataka,Mumbai,Bracelet,2.64,SI1,E,289405.19,Online,13.31
TX003978,2023-02-09 14:53:29,55,Female,West Bengal,Chennai,Earring,1.02,SI2,F,357151.96,Online,7.0
TX003979,2023-02-09 09:37:46,40,Female,Gujarat,Chennai,Earring,1.57,SI1,F,78533.99,Cash,6.53
TX003980,2023-02-09 05:40:54,43,Female,Maharashtra,Chennai,Bracelet,2.77,SI2,E,252151.68,Credit Card,13.96
TX003981,2023-02-09 01:51:22,57,Female,Karnataka,Delhi,Earring,1.45,VVS1,F,178345.35,Online,12.62
TX003982,2023-02-09 01:56:04,45,Male,Gujarat,Kolkata,Ring,2.27,SI2,F,404559.06,Debit Card,3.32
TX003983,2023-02-09 08:17:18,60,Male,Delhi,Mumbai,Bracelet,1.59,SI2,D,259192.5,Credit Card,16.05
TX003984,2023-02-09 04:48:56,49,Female,Maharashtra,Ahmedabad,Necklace,2.34,SI1,E,115694.32,Online,7.26
TX003985,2023-02-09 17:02:59,52,Male,Tamil Nadu,Ahmedabad,Earring,0.63,VVS1,D,299608.9,Cash,8.14
TX003986,2023-02-09 12:46:02,62,Female,Karnataka,Kolkata,Bracelet,0.83,SI1,G,323311.77,Debit Card,6.4
TX003987,2023-02-09 01:24:19,34,Female,Maharashtra,Chennai,Bracelet,1.15,VVS2,G,235357.84,Debit Card,0.55
TX003988,2023-02-09 05:29:22,44,Male,West Bengal,Kolkata,Ring,1.53,VVS2,E,77774.05,Debit Card,5.21
TX003989,2023-02-09 10:11:00,49,Female,Delhi,Kolkata,Bracelet,1.23,SI1,D,80039.85,Credit Card,9.88
TX003990,2023-02-09 05:28:58,59,Male,Tamil Nadu,Bengaluru,Ring,1.97,SI2,D,81373.32,Cash,19.37
TX003991,2023-02-09 13:49:23,35,Male,West Bengal,Mumbai,Necklace,1.94,VVS1,G,178320.4,Cash,13.07
TX003992,2023-02-09 02:40:19,37,Female,West Bengal,Delhi,Ring,1.68,VVS2,E,222266.84,Cash,11.42
TX003993,2023-02-09 01:13:39,57,Female,Tamil Nadu,Mumbai,Necklace,1.7,VVS2,F,261306.08,Credit Card,2.97
TX003994,2023-02-09 09:22:50,36,Male,Gujarat,Chennai,Necklace,1.63,SI1,D,192145.6,Debit Card,12.76
TX003995,2023-02-09 02:58:13,56,Male,Karnataka,Bengaluru,Bracelet,1.1,VVS1,E,384083.68,Debit Card,0.76
TX003996,2023-02-09 02:23:47,25,Male,Gujarat,Ahmedabad,Necklace,1.97,VVS1,G,65643.24,Online,7.46
TX003997,2023-02-09 23:04:37,57,Male,Delhi,Ahmedabad,Earring,1.86,SI1,E,399866.44,Cash,10.31
TX003998,2023-02-09 22:19:45,50,Female,Karnataka,Delhi,Ring,1.57,VVS2,D,126765.66,Online,5.17
TX003999,2023-02-09 13:07:57,53,Female,West Bengal,Kolkata,Earring,0.79,SI2,G,298606.02,Online,5.11
TX004000,2023-02-09 01:56:51,42,Male,West Bengal,Mumbai,Bracelet,2.05,VVS2,E,151180.45,Cash,5.2
TX004001,2023-02-10 10:10:17,60,Male,Maharashtra,Bengaluru,Necklace,0.84,SI2,G,255944.69,Online,24.19
TX004002,2023-02-10 06:02:43,42,Female,Gujarat,Kolkata,Earring,1.44,VVS1,G,212271.07,Debit Card,19.1
TX004003,2023-02-10 12:00:32,31,Female,Maharashtra,Ahmedabad,Bracelet,1.86,SI2,G,235694.5,Online,13.52
TX004004,2023-02-10 05:20:56,41,Male,Tamil Nadu,Chennai,Bracelet,1.83,VVS1,G,200365.11,Cash,12.27
TX004005,2023-02-10 08:21:54,61,Male,West Bengal,Mumbai,Ring,2.01,VVS1,D,114159.59,Debit Card,12.28
TX004006,2023-02-10 19:14:06,53,Female,Delhi,Ahmedabad,Necklace,2.69,VVS1,F,227415.51,Online,10.64
TX004007,2023-02-10 23:11:27,48,Female,West Bengal,Kolkata,Necklace,1.97,SI2,E,297598.71,Cash,14.58
TX004008,2023-02-10 14:59:47,32,Female,Gujarat,Ahmedabad,Ring,1.08,VVS2,F,393242.35,Online,5.48
TX004009,2023-02-10 12:52:34,52,Female,Karnataka,Bengaluru,Earring,1.49,VVS1,F,287899.56,Cash,13.63
TX004010,2023-02-10 07:20:42,30,Male,Delhi,Delhi,Ring,1.7,SI2,G,285903.18,Cash,1.03
TX004011,2023-02-10 08:51:03,27,Female,Gujarat,Chennai,Earring,1.05,VVS2,G,253822.55,Debit Card,24.83
TX004012,2023-02-10 10:23:10,49,Male,Tamil Nadu,Kolkata,Bracelet,0.93,VVS1,F,89452.05,Debit Card,13.03
TX004013,2023-02-10 08:03:08,54,Male,Maharashtra,Kolkata,Earring,2.98,VVS1,D,65720.11,Online,12.72
TX004014,2023-02-10 21:59:49,62,Female,Gujarat,Chennai,Bracelet,1.69,SI2,F,286131.17,Credit Card,8.05
TX004015,2023-02-10 04:56:48,48,Male,West Bengal,Mumbai,Earring,2.68,VVS2,E,256615.32,Online,9.52
TX004016,2023-02-10 08:54:55,31,Female,Maharashtra,Delhi,Necklace,2.31,VVS1,G,152243.95,Debit Card,9.67
TX004017,2023-02-10 03:18:06,56,Male,West Bengal,Kolkata,Earring,3.0,VVS1,D,200285.85,Online,4.15
TX004018,2023-02-10 19:14:16,49,Female,Tamil Nadu,Chennai,Bracelet,2.51,VVS2,E,276004.13,Online,8.63
TX004019,2023-02-10 19:34:11,64,Male,West Bengal,Chennai,Earring,1.37,VVS1,E,358183.0,Cash,6.83
TX004020,2023-02-10 19:06:53,57,Male,Karnataka,Chennai,Bracelet,1.21,SI1,E,212418.27,Credit Card,3.42
TX004021,2023-02-10 02:47:00,41,Female,Maharashtra,Chennai,Bracelet,2.86,SI1,F,247298.92,Cash,6.41
TX004022,2023-02-10 10:48:43,64,Female,Gujarat,Kolkata,Ring,0.95,VVS2,D,109300.64,Online,13.27
TX004023,2023-02-10 22:30:17,41,Male,Maharashtra,Chennai,Ring,0.93,VVS2,F,339739.95,Debit Card,10.76
TX004024,2023-02-10 11:59:18,29,Female,Maharashtra,Bengaluru,Bracelet,1.61,VVS2,D,195501.68,Cash,12.16
TX004025,2023-02-10 22:47:16,25,Female,Maharashtra,Mumbai,Ring,1.29,VVS1,F,237695.22,Cash,11.09
TX004026,2023-02-10 06:31:18,36,Female,Gujarat,Chennai,Ring,2.38,SI2,D,61489.19,Debit Card,4.88
TX004027,2023-02-10 13:05:06,47,Female,West Bengal,Bengaluru,Bracelet,0.95,VVS1,D,67940.02,Online,6.35
TX004028,2023-02-10 23:08:16,49,Male,Tamil Nadu,Bengaluru,Bracelet,1.24,SI1,D,400500.79,Online,0.77
TX004029,2023-02-10 23:37:28,53,Female,Gujarat,Ahmedabad,Bracelet,0.98,SI1,D,258617.38,Credit Card,24.08
TX004030,2023-02-10 05:10:45,46,Male,Delhi,Chennai,Necklace,2.07,SI2,D,302438.9,Debit Card,4.15
TX004031,2023-02-10 07:18:29,57,Male,Maharashtra,Chennai,Necklace,1.89,VVS2,G,94614.59,Cash,14.68
TX004032,2023-02-10 13:47:44,32,Female,Karnataka,Ahmedabad,Earring,1.08,VVS2,G,70723.86,Cash,6.83
TX004033,2023-02-10 13:23:20,28,Male,West Bengal,Ahmedabad,Necklace,0.62,SI2,D,117091.38,Cash,3.33
TX004034,2023-02-10 14:37:40,58,Female,Delhi,Chennai,Necklace,1.27,SI2,G,102109.12,Online,13.29
TX004035,2023-02-10 17:55:19,37,Male,Karnataka,Chennai,Bracelet,1.45,VVS1,E,340427.68,Credit Card,2.35
TX004036,2023-02-10 21:21:35,25,Female,Delhi,Delhi,Ring,2.23,VVS2,F,236429.29,Debit Card,9.36
TX004037,2023-02-10 15:07:53,37,Female,Tamil Nadu,Chennai,Ring,0.93,SI2,F,264079.45,Debit Card,8.41
TX004038,2023-02-10 15:04:17,30,Female,Gujarat,Bengaluru,Earring,2.18,VVS2,G,103879.29,Debit Card,11.96
TX004039,2023-02-10 02:07:59,27,Male,Delhi,Bengaluru,Earring,2.15,VVS2,E,183072.37,Cash,6.81
TX004040,2023-02-10 13:38:01,35,Male,Delhi,Bengaluru,Bracelet,1.72,VVS1,E,103923.21,Cash,9.12
TX004041,2023-02-10 13:17:28,47,Male,Maharashtra,Bengaluru,Bracelet,0.94,VVS2,F,104753.75,Debit Card,9.88
TX004042,2023-02-10 10:46:25,60,Male,Delhi,Mumbai,Ring,1.46,SI2,E,153507.93,Cash,13.91
TX004043,2023-02-10 11:13:24,35,Male,Karnataka,Mumbai,Bracelet,2.53,VVS1,G,252627.77,Debit Card,1.07
TX004044,2023-02-10 14:10:11,37,Female,Gujarat,Bengaluru,Earring,2.28,SI1,G,109614.24,Cash,4.29
TX004045,2023-02-10 20:50:04,64,Female,Maharashtra,Ahmedabad,Ring,1.24,SI2,E,272144.86,Cash,12.17
TX004046,2023-02-10 05:17:43,56,Male,Tamil Nadu,Bengaluru,Ring,1.15,VVS1,D,96718.39,Cash,7.22
TX004047,2023-02-10 21:21:54,25,Male,West Bengal,Ahmedabad,Necklace,1.1,VVS2,F,182598.54,Cash,5.2
TX004048,2023-02-10 08:32:08,27,Male,Karnataka,Bengaluru,Earring,0.74,VVS2,E,204113.26,Debit Card,11.3
TX004049,2023-02-10 08:29:27,26,Female,Maharashtra,Ahmedabad,Bracelet,2.58,SI2,E,160564.57,Credit Card,14.54
TX004050,2023-02-10 21:57:16,34,Female,Gujarat,Mumbai,Earring,0.6,VVS1,E,377743.33,Debit Card,5.84
TX004051,2023-02-10 05:51:56,41,Male,Karnataka,Mumbai,Earring,2.21,SI1,G,85919.34,Online,11.48
TX004052,2023-02-10 11:54:25,62,Male,Gujarat,Kolkata,Necklace,1.53,VVS2,F,94854.59,Credit Card,8.25
TX004053,2023-02-10 01:51:21,57,Male,Delhi,Chennai,Bracelet,0.93,VVS1,D,64933.66,Cash,12.45
TX004054,2023-02-10 11:02:43,54,Female,West Bengal,Mumbai,Ring,0.68,VVS1,D,300266.47,Credit Card,0.04
TX004055,2023-02-10 05:27:41,34,Male,Karnataka,Mumbai,Bracelet,2.32,VVS1,D,243236.33,Online,8.9
TX004056,2023-02-10 16:48:46,50,Female,Delhi,Mumbai,Ring,2.56,VVS2,D,59610.18,Debit Card,23.59
TX004057,2023-02-10 17:00:43,31,Female,West Bengal,Delhi,Bracelet,2.14,VVS1,E,184699.56,Cash,5.21
TX004058,2023-02-10 00:14:31,48,Male,Gujarat,Kolkata,Ring,0.89,SI2,D,169425.78,Online,12.1
TX004059,2023-02-10 10:40:53,38,Female,Tamil Nadu,Delhi,Earring,1.84,VVS1,F,263081.0,Debit Card,8.01
TX004060,2023-02-10 00:17:46,48,Female,West Bengal,Delhi,Necklace,2.53,VVS1,E,103928.6,Online,24.23
TX004061,2023-02-10 19:15:52,43,Female,Delhi,Ahmedabad,Bracelet,1.23,VVS1,G,230598.89,Cash,13.66
TX004062,2023-02-10 06:35:37,38,Male,Tamil Nadu,Chennai,Earring,1.47,SI2,D,168467.19,Cash,10.7
TX004063,2023-02-10 15:53:02,33,Male,Tamil Nadu,Ahmedabad,Bracelet,1.23,VVS2,F,205660.2,Online,22.7
TX004064,2023-02-10 19:07:07,39,Female,Tamil Nadu,Bengaluru,Necklace,1.1,SI2,D,200701.18,Cash,5.4
TX004065,2023-02-10 07:42:52,34,Female,Delhi,Chennai,Earring,2.66,VVS2,G,110165.25,Credit Card,2.24
TX004066,2023-02-10 05:15:09,47,Female,Maharashtra,Bengaluru,Earring,1.4,SI2,G,264524.92,Cash,2.23
TX004067,2023-02-10 18:52:59,50,Female,Delhi,Mumbai,Earring,0.78,SI1,D,299889.6,Cash,12.05
TX004068,2023-02-10 09:18:45,61,Female,Karnataka,Ahmedabad,Ring,0.68,VVS1,E,325535.18,Cash,12.63
TX004069,2023-02-10 15:06:18,30,Female,Tamil Nadu,Kolkata,Necklace,2.83,SI2,D,102760.48,Debit Card,13.71
TX004070,2023-02-10 08:09:23,55,Male,West Bengal,Bengaluru,Necklace,1.81,VVS2,D,151529.9,Online,6.52
TX004071,2023-02-10 23:43:39,29,Female,Delhi,Chennai,Ring,1.36,SI2,E,242531.01,Cash,3.35
TX004072,2023-02-10 05:46:45,42,Female,Tamil Nadu,Delhi,Ring,2.56,SI2,F,71059.62,Cash,1.59
TX004073,2023-02-10 13:22:09,48,Female,West Bengal,Kolkata,Bracelet,2.34,VVS2,D,302360.67,Cash,13.65
TX004074,2023-02-10 14:32:11,35,Female,Maharashtra,Ahmedabad,Earring,0.63,VVS2,G,121029.27,Debit Card,9.05
TX004075,2023-02-10 16:21:21,49,Female,Maharashtra,Delhi,Bracelet,0.93,SI2,E,226456.61,Debit Card,12.0
TX004076,2023-02-10 23:42:13,42,Female,West Bengal,Bengaluru,Earring,1.84,SI2,E,243578.84,Debit Card,4.55
TX004077,2023-02-10 05:01:58,25,Male,Gujarat,Delhi,Earring,2.44,SI2,E,279327.71,Cash,1.32
TX004078,2023-02-10 20:04:35,45,Female,Gujarat,Kolkata,Earring,1.03,SI1,F,429160.64,Cash,9.32
TX004079,2023-02-10 04:48:35,54,Female,Delhi,Bengaluru,Bracelet,2.85,SI1,D,237380.7,Online,5.49
TX004080,2023-02-10 21:50:00,42,Male,West Bengal,Chennai,Ring,1.17,SI1,D,259233.16,Credit Card,6.45
TX004081,2023-02-10 21:27:07,25,Female,Tamil Nadu,Ahmedabad,Bracelet,2.05,VVS2,E,101197.56,Credit Card,3.21
TX004082,2023-02-10 08:11:01,60,Male,West Bengal,Ahmedabad,Ring,1.22,VVS2,E,134655.69,Online,21.43
TX004083,2023-02-10 20:08:43,60,Male,Delhi,Kolkata,Ring,0.54,VVS1,G,74068.95,Cash,12.51
TX004084,2023-02-10 14:51:55,60,Female,Maharashtra,Bengaluru,Bracelet,0.56,SI1,G,440812.56,Cash,3.12
TX004085,2023-02-10 00:42:00,59,Female,Tamil Nadu,Delhi,Bracelet,0.61,VVS1,G,153806.09,Debit Card,8.93
TX004086,2023-02-10 18:48:39,50,Female,Gujarat,Bengaluru,Earring,1.37,VVS2,F,241411.46,Credit Card,0.64
TX004087,2023-02-10 05:06:58,26,Female,Delhi,Bengaluru,Bracelet,2.07,SI1,G,279173.06,Credit Card,6.62
TX004088,2023-02-10 14:56:14,35,Male,Karnataka,Chennai,Bracelet,1.03,SI1,F,207438.35,Cash,7.65
TX004089,2023-02-10 05:01:51,34,Female,Tamil Nadu,Chennai,Earring,2.57,VVS2,G,83047.75,Credit Card,1.74
TX004090,2023-02-10 12:07:05,56,Male,Gujarat,Ahmedabad,Bracelet,0.59,SI2,F,253835.39,Credit Card,1.15
TX004091,2023-02-10 03:00:59,52,Male,West Bengal,Chennai,Bracelet,1.87,VVS1,F,182869.6,Online,5.78
TX004092,2023-02-10 06:41:13,62,Male,Maharashtra,Delhi,Bracelet,0.78,SI1,D,57258.34,Credit Card,14.23
TX004093,2023-02-10 15:17:04,58,Male,Maharashtra,Chennai,Necklace,1.19,SI1,E,274799.74,Online,4.37
TX004094,2023-02-10 09:10:36,50,Female,Delhi,Bengaluru,Ring,1.95,SI2,D,154384.79,Online,11.94
TX004095,2023-02-10 14:25:01,64,Male,Delhi,Chennai,Necklace,1.73,SI1,G,217497.79,Credit Card,13.69
TX004096,2023-02-10 12:05:56,56,Male,Tamil Nadu,Mumbai,Bracelet,2.49,VVS1,F,372097.97,Debit Card,7.42
TX004097,2023-02-10 21:35:16,26,Female,Tamil Nadu,Delhi,Necklace,0.86,SI1,F,327671.61,Online,23.18
TX004098,2023-02-10 21:27:25,63,Male,Gujarat,Chennai,Bracelet,2.73,VVS2,G,304983.87,Online,10.26
TX004099,2023-02-10 14:36:54,63,Female,Tamil Nadu,Kolkata,Ring,2.89,SI2,D,444106.06,Credit Card,8.2
TX004100,2023-02-10 12:18:02,43,Female,Gujarat,Chennai,Bracelet,0.99,SI2,F,238482.51,Cash,4.13
TX004101,2023-02-11 16:52:01,29,Male,Karnataka,Delhi,Bracelet,2.0,SI1,F,128838.62,Debit Card,5.59
TX004102,2023-02-11 21:28:05,41,Female,Maharashtra,Mumbai,Necklace,2.99,SI2,F,97974.11,Online,8.94
TX004103,2023-02-11 03:40:07,29,Male,Maharashtra,Chennai,Necklace,0.78,VVS1,D,82231.68,Debit Card,6.4
TX004104,2023-02-11 14:36:14,53,Male,Delhi,Mumbai,Ring,1.29,SI2,G,311571.68,Credit Card,3.53
TX004105,2023-02-11 13:16:03,37,Female,West Bengal,Ahmedabad,Necklace,2.64,SI1,G,299502.1,Online,5.71
TX004106,2023-02-11 16:00:20,49,Male,Karnataka,Kolkata,Ring,2.28,VVS1,F,315733.85,Cash,3.16
TX004107,2023-02-11 13:21:15,33,Female,Maharashtra,Delhi,Earring,1.09,VVS1,F,182911.54,Online,3.51
TX004108,2023-02-11 15:44:31,44,Female,Gujarat,Ahmedabad,Earring,2.39,SI1,F,137682.45,Online,8.86
TX004109,2023-02-11 06:16:52,57,Female,West Bengal,Mumbai,Ring,0.71,VVS2,D,201466.35,Cash,21.9
TX004110,2023-02-11 19:49:45,40,Male,Tamil Nadu,Ahmedabad,Earring,1.42,VVS2,G,108332.64,Cash,5.64
TX004111,2023-02-11 06:51:50,48,Female,Gujarat,Kolkata,Earring,0.69,SI2,F,357621.16,Online,7.28
TX004112,2023-02-11 10:01:31,48,Male,Tamil Nadu,Mumbai,Ring,1.75,VVS1,D,335150.69,Cash,17.66
TX004113,2023-02-11 05:44:16,46,Male,Gujarat,Ahmedabad,Bracelet,2.52,SI2,D,118071.5,Cash,9.97
TX004114,2023-02-11 12:26:22,37,Female,Maharashtra,Bengaluru,Earring,0.95,SI1,E,319813.73,Cash,13.32
TX004115,2023-02-11 12:05:35,43,Female,Maharashtra,Delhi,Earring,2.39,VVS2,G,158880.07,Online,0.93
TX004116,2023-02-11 23:25:07,63,Female,Gujarat,Kolkata,Ring,2.02,SI2,G,154889.45,Credit Card,2.06
TX004117,2023-02-11 16:45:52,30,Male,Karnataka,Bengaluru,Earring,1.92,VVS1,D,159592.41,Online,10.0
TX004118,2023-02-11 20:24:29,27,Male,Maharashtra,Bengaluru,Bracelet,2.11,SI2,F,166751.81,Credit Card,10.13
TX004119,2023-02-11 08:06:56,30,Male,West Bengal,Ahmedabad,Necklace,1.07,VVS2,D,275217.74,Debit Card,7.55
TX004120,2023-02-11 06:38:20,41,Male,Delhi,Kolkata,Bracelet,2.36,VVS1,E,227963.69,Online,10.62
TX004121,2023-02-11 03:35:26,58,Female,Karnataka,Chennai,Earring,2.94,VVS2,F,396672.5,Online,19.77
TX004122,2023-02-11 13:07:37,49,Female,West Bengal,Chennai,Bracelet,1.94,VVS1,F,336994.93,Cash,6.35
TX004123,2023-02-11 08:40:11,62,Female,Delhi,Chennai,Earring,2.3,VVS1,D,377357.03,Credit Card,19.73
TX004124,2023-02-11 00:46:19,50,Female,Delhi,Delhi,Bracelet,1.85,SI2,F,318116.96,Cash,23.93
TX004125,2023-02-11 18:21:50,26,Female,Gujarat,Delhi,Bracelet,2.29,VVS1,E,151597.1,Debit Card,2.32
TX004126,2023-02-11 04:20:26,59,Male,Karnataka,Delhi,Earring,1.1,VVS2,F,309764.07,Debit Card,9.4
TX004127,2023-02-11 07:19:44,45,Male,Tamil Nadu,Mumbai,Ring,1.88,SI1,D,147379.9,Debit Card,9.06
TX004128,2023-02-11 02:26:17,48,Female,Karnataka,Kolkata,Earring,1.86,VVS1,F,295932.1,Cash,10.95
TX004129,2023-02-11 16:58:30,52,Female,Maharashtra,Chennai,Ring,1.67,SI2,E,211680.95,Debit Card,12.45
TX004130,2023-02-11 12:20:09,62,Female,Karnataka,Bengaluru,Earring,1.67,SI2,G,189010.93,Cash,12.86
TX004131,2023-02-11 09:24:07,46,Male,Maharashtra,Chennai,Ring,0.79,VVS2,E,157995.1,Debit Card,6.36
TX004132,2023-02-11 20:02:48,61,Female,West Bengal,Chennai,Bracelet,1.09,VVS2,D,156134.89,Cash,22.02
TX004133,2023-02-11 10:44:42,43,Female,Tamil Nadu,Mumbai,Necklace,1.06,SI2,E,424621.71,Debit Card,14.07
TX004134,2023-02-11 23:29:10,36,Male,Maharashtra,Kolkata,Bracelet,0.97,SI2,G,429306.61,Cash,4.54
TX004135,2023-02-11 17:12:22,37,Female,Tamil Nadu,Kolkata,Earring,1.4,VVS1,G,352191.64,Credit Card,2.48
TX004136,2023-02-11 13:38:11,32,Female,Tamil Nadu,Chennai,Necklace,2.77,VVS2,F,91153.74,Cash,15.0
TX004137,2023-02-11 15:04:13,25,Male,Tamil Nadu,Mumbai,Ring,2.74,SI2,D,275608.64,Debit Card,5.13
TX004138,2023-02-11 22:54:14,61,Male,Gujarat,Ahmedabad,Earring,1.89,VVS1,D,179013.56,Cash,14.32
TX004139,2023-02-11 12:58:00,40,Male,Gujarat,Delhi,Earring,2.59,SI1,D,77293.91,Credit Card,9.37
TX004140,2023-02-11 15:34:11,36,Female,West Bengal,Mumbai,Ring,1.68,VVS2,F,147097.69,Cash,8.7
TX004141,2023-02-11 20:08:54,33,Female,West Bengal,Delhi,Ring,0.84,SI2,G,409358.72,Cash,22.09
TX004142,2023-02-11 21:46:41,36,Male,Gujarat,Mumbai,Bracelet,0.84,SI2,F,433174.11,Cash,4.67
TX004143,2023-02-11 06:27:45,44,Female,Maharashtra,Delhi,Earring,1.8,VVS2,D,265684.0,Credit Card,6.69
TX004144,2023-02-11 16:39:58,35,Female,Maharashtra,Bengaluru,Necklace,2.03,VVS1,G,62685.19,Cash,2.37
TX004145,2023-02-11 23:11:29,57,Female,Tamil Nadu,Ahmedabad,Ring,2.38,SI1,G,243096.72,Cash,22.94
TX004146,2023-02-11 11:38:43,58,Female,Karnataka,Chennai,Necklace,1.34,VVS1,G,90239.75,Credit Card,5.69
TX004147,2023-02-11 00:17:24,56,Female,West Bengal,Delhi,Bracelet,2.19,VVS2,G,204942.1,Credit Card,11.53
TX004148,2023-02-11 02:14:37,62,Male,Tamil Nadu,Delhi,Earring,2.27,VVS1,E,116535.97,Credit Card,6.93
TX004149,2023-02-11 13:14:58,35,Male,Gujarat,Chennai,Ring,1.47,SI2,D,141047.35,Cash,11.49
TX004150,2023-02-11 11:58:46,52,Male,West Bengal,Mumbai,Earring,2.33,SI2,D,355570.26,Online,23.7
TX004151,2023-02-11 23:24:40,30,Male,Gujarat,Mumbai,Ring,1.57,VVS1,F,441382.37,Credit Card,3.96
TX004152,2023-02-11 01:23:09,52,Male,Delhi,Delhi,Earring,0.51,VVS2,E,383589.88,Online,10.56
TX004153,2023-02-11 13:30:51,59,Male,Tamil Nadu,Delhi,Bracelet,1.57,VVS1,D,153207.19,Online,3.41
TX004154,2023-02-11 14:59:31,40,Female,Karnataka,Chennai,Necklace,2.27,SI1,E,336454.36,Cash,5.42
TX004155,2023-02-11 02:13:01,49,Female,Gujarat,Mumbai,Necklace,2.77,VVS1,D,60430.3,Credit Card,3.28
TX004156,2023-02-11 15:08:16,46,Female,Tamil Nadu,Kolkata,Necklace,2.28,VVS1,D,258859.89,Online,10.56
TX004157,2023-02-11 23:09:46,37,Female,Maharashtra,Chennai,Necklace,2.36,VVS1,D,250627.14,Credit Card,10.12
TX004158,2023-02-11 05:53:43,29,Female,Delhi,Kolkata,Ring,1.11,VVS1,E,170431.77,Cash,10.21
TX004159,2023-02-11 07:57:46,61,Male,Tamil Nadu,Ahmedabad,Bracelet,1.39,VVS1,F,220785.14,Credit Card,12.58
TX004160,2023-02-11 15:55:16,55,Female,West Bengal,Chennai,Bracelet,2.01,VVS1,D,378806.85,Online,20.89
TX004161,2023-02-11 00:21:42,34,Female,Maharashtra,Kolkata,Earring,2.65,SI2,E,185116.47,Debit Card,8.77
TX004162,2023-02-11 09:38:14,31,Female,Delhi,Delhi,Bracelet,1.33,SI2,F,105910.78,Cash,11.39
TX004163,2023-02-11 09:40:59,57,Female,Tamil Nadu,Mumbai,Earring,0.97,SI1,G,101474.04,Online,9.76
TX004164,2023-02-11 21:06:51,51,Female,Gujarat,Bengaluru,Earring,1.03,VVS2,E,166495.55,Credit Card,6.24
TX004165,2023-02-11 11:30:29,36,Male,Gujarat,Bengaluru,Earring,1.32,VVS1,F,138218.44,Credit Card,7.72
TX004166,2023-02-11 10:20:12,41,Female,Tamil Nadu,Mumbai,Bracelet,1.19,VVS1,F,181818.56,Online,8.73
TX004167,2023-02-11 10:42:17,54,Female,Maharashtra,Delhi,Necklace,0.64,VVS2,D,102966.82,Credit Card,17.72
TX004168,2023-02-11 09:36:36,61,Female,West Bengal,Chennai,Bracelet,1.96,SI2,G,108120.65,Online,2.15
TX004169,2023-02-11 13:32:41,54,Male,Karnataka,Ahmedabad,Earring,2.22,VVS2,E,244949.74,Debit Card,10.71
TX004170,2023-02-11 08:09:23,47,Male,Karnataka,Bengaluru,Ring,0.6,VVS1,E,134748.16,Credit Card,3.87
TX004171,2023-02-11 22:33:32,59,Male,Gujarat,Chennai,Ring,2.02,SI1,D,128755.32,Online,21.01
TX004172,2023-02-11 02:45:59,57,Female,West Bengal,Chennai,Earring,0.79,SI1,D,82280.86,Credit Card,8.44
TX004173,2023-02-11 21:24:03,59,Male,Karnataka,Bengaluru,Necklace,0.6,VVS2,F,51249.26,Credit Card,5.73
TX004174,2023-02-11 18:18:48,30,Female,Maharashtra,Delhi,Necklace,1.07,SI2,D,192795.04,Credit Card,7.15
